GeoName,New_MEFI_Score,MEFI_Score,Govt_Consumption,Govt_Xfers_Subsidies,Govt_Retirement, Income_Payroll_Tax,Sales_Tax,Property_Tax,Minimum_Wage_Over_Income,Percent_Govt_Employment,Percent_Private_Union_Density,Minimum_Wage_Over_10%_Income
"Hinesville, GA MSA",7.291479106,7.392166161,7.346333433,9.277564522,5.906362054,4.210385594,6.799326037,9.105833034,6.196584121,8.233554739,9.453551913,8.54737
"Homosassa Springs, FL MSA",8.099092295,8.212574544,9.238449907,9.608384615,7.676244594,9.470305475,5.329515198,8.552952474,6.328948302,9.129135355,8.579234973,7.55789
"Hot Springs, AR MSA",6.612254909,6.744399478,6.685875776,8.907285093,5.250804443,4.279696931,2.358150209,9.56198641,6.348698557,8.454638868,8.852459016,7.66316
"Houma-Thibodaux, LA MSA",6.52613312,6.63294295,4.980076573,9.123289798,2.773044303,6.426378757,2.695460664,8.965318958,7.904934524,7.593010291,9.234972678,8.27368
"Houston-The Woodlands-Sugar Land, TX MSA",7.891201394,8.089737808,8.786746562,9.346550353,5.441187757,10,4.487343046,7.393795801,9.307132157,8.973846345,9.071038251,7.28421
"Huntington-Ashland, WV-KY-OH MSA",6.028670861,5.864151413,6.169937527,7.574666088,1.81502943,4.005922752,4.856698655,8.892254905,6.368550458,7.438135826,5.656167079,7.13684
"Huntsville, AL MSA",6.601980567,6.540676122,4.076084836,6.452286842,4.615702197,5.272931105,4.690509223,9.758041264,8.657443124,7.747458091,7.595628415,8.14737
"Idaho Falls, ID MSA",7.512783074,7.576592872,8.518069429,9.450873589,5.188567416,4.078989746,6.008290705,9.231412916,8.12946298,8.567275625,9.016393443,8.44211
"Indianapolis-Carmel-Anderson, IN MSA",7.471507702,7.412695827,6.93117379,8.556995031,7.444049312,4.463420006,5.068225182,9.442744778,9.091935509,8.93976255,6.775956284,7.30526
"Iowa City, IA MSA",7.05048073,7.167848832,8.311866524,8.730805911,4.576831932,3.484627744,5.794709061,7.524501157,9.004340102,9.268749404,7.81420765,6.75789
"Ithaca, NY MSA",5.679892829,5.181647215,6.129181999,9.071518826,4.533779086,1.309393521,5.061578784,5.838000839,6.116886147,8.574485728,0,4.48421
"Jackson, MI MSA",6.470163026,6.06303044,6.383803648,9.095481873,3.182673781,4.365028066,6.27219646,8.193194724,5.720045708,8.240095606,3.114754098,6.77895
"Jackson, MS MSA",6.672534648,6.729378032,6.884146513,8.920734945,1.887907157,5.44350175,3.571637102,8.475942935,8.029883885,8.607478601,8.743169399,8.23158
"Jackson, TN MSA",6.596313486,6.607817657,0,8.677341312,6.764854636,8.517521311,4.021962926,9.051092681,7.497544375,6.415451504,8.524590164,8.42105
"Jacksonville, FL MSA",7.964928005,8.155603236,8.374003476,9.608384615,5.796621179,9.470305475,4.642682697,8.804884514,8.124312193,10,8.579234973,6.86316
"Jacksonville, NC MSA",7.529634048,7.622306531,8.628066572,9.095464091,6.026509752,3.555677145,5.681718607,9.398679169,7.41288704,9.020335635,9.781420765,8.94737
"Janesville-Beloit, WI MSA",6.676387519,6.595525984,6.623487879,9.288001031,3.989566757,3.005356753,6.256525765,7.586370731,7.8957938,7.610806003,7.103825137,7.83158
"Jefferson City, MO MSA",7.465165672,7.41755119,8.707183389,9.42050635,4.655693805,4.707356592,6.200226461,9.198530825,7.463372148,9.465200425,6.93989071,7.36842
"Johnson City, TN MSA",7.868315036,7.84940985,7.233282099,8.677341312,7.802476513,8.517521311,4.752831436,9.134500687,7.358434824,8.643710302,8.524590164,8.69474
"Johnstown, PA MSA",6.813420122,6.433053906,6.637903019,8.636296104,2.66657524,4.129950598,6.210799144,8.530222999,7.669712549,8.334058288,5.081967213,8.50526
"Jonesboro, AR MSA",6.410435463,6.558954301,5.634033445,8.907285093,5.152021088,4.279696931,3.257340348,9.242417534,5.609966021,8.095369231,8.852459016,7.51579
"Joplin, MO MSA",7.240189963,7.127078404,8.139735793,9.42050635,4.471271174,4.708371393,5.731581838,9.443050041,6.942707365,8.346590974,6.93989071,7.95789
"Kahului-Wailuku-Lahaina, HI MSA",5.394847738,4.898941305,6.384614962,7.608032546,3.694324035,3.036860295,0.653544892,7.266218902,6.965809026,8.48106709,0,4.46316
"Kalamazoo-Portage, MI MSA",6.776185155,6.378409294,7.278028901,9.095481873,3.686201876,4.706921625,6.239483847,7.77943115,6.988703866,8.516676412,3.114754098,6.69474
"Kankakee, IL MSA",6.622736153,6.245015896,8.092115354,9.386713972,2.253495293,4.709475865,6.559299202,7.29421011,6.640325832,7.826884483,3.442622951,6.84211
"Kansas City, MO-KS MSA",7.056098308,7.089413034,7.267180549,9.550981814,4.189762052,4.542685741,5.069445549,8.653996296,8.865554813,8.544225331,7.120885162,6.82105
"Kennewick-Richland-Pasco, WA MSA",5.88073883,5.802344301,4.36387788,9.1059442,4.828967986,10,1.256770336,8.455961541,4.912329439,7.876482298,1.420765027,2.12632
"Killeen-Temple, TX MSA",7.872188399,7.970140018,8.353711957,9.346550353,6.084586458,10,4.618330914,8.913503813,7.844609997,7.498928414,9.071038251,8.18947
"Kingsport-Bristol-Bristol, TN-VA MSA",7.639455948,7.682900962,7.397994633,8.879518792,7.585652925,6.920597459,5.217480021,8.877716705,7.283072671,8.277280849,8.706794602,8.31579
"Kingston, NY MSA",5.627455181,5.056694947,6.314247364,8.772295928,4.533779086,1.309393521,5.334791069,4.751883208,6.951495967,7.542368381,0,5.13684
"Knoxville, TN MSA",7.762720117,7.802294462,7.122230168,8.676446541,7.017524234,8.517521311,4.097472178,8.978899332,8.149223569,9.136742665,8.524590164,8.16842
"Kokomo, IN MSA",7.421747871,7.26001202,7.560332874,8.556081167,7.502633123,5.129772584,5.125982412,8.55466764,7.583293684,8.551388411,6.775956284,8.23158
"La Crosse-Onalaska, WI-MN MSA",6.608377245,6.524156195,6.070298343,8.889799237,4.033379775,2.718482754,6.028700028,7.549208921,8.41732121,8.420836519,6.589378968,7.34737
"Lafayette, LA MSA",6.877424235,6.951485527,6.843178981,9.121921502,2.779137262,6.426378757,2.206643242,9.595929095,7.934998902,8.420209323,9.234972678,8.56842
"Lafayette-West Lafayette, IN MSA",7.420079974,7.298110204,8.155046843,8.556038535,6.977059868,5.122691773,5.023490437,8.769647586,7.167530385,9.135530128,6.775956284,7.87368
"Lake Charles, LA MSA",6.508771824,6.59218984,6.359561563,9.123289798,2.779137262,6.426378757,0,8.876153261,8.48928239,8.040932854,9.234972678,8.48421
"Lake Havasu City-Kingman, AZ MSA",6.504218556,6.965139529,7.683279166,9.008138735,5.692859066,6.565990702,4.547044478,8.511136183,2.975482146,8.248773369,9.453551913,5.30526
"Lakeland-Winter Haven, FL MSA",7.57249563,7.723404779,7.520621666,9.608384615,6.567389484,9.470305475,4.210732813,9.037947601,5.910939398,8.605086989,8.579234973,7.22105
"Lancaster, PA MSA",7.096710278,6.870730027,7.637360763,8.636296104,3.670661225,4.039118925,6.242528581,7.920780162,8.887597183,9.720260088,5.081967213,7.11579
"Lansing-East Lansing, MI MSA",6.443194793,6.047758114,5.951884,9.095481873,3.542950554,4.284269135,6.239510484,7.599389741,6.172569937,8.429013201,3.114754098,6.67368
"Laredo, TX MSA",6.983385471,6.978413113,5.452375569,9.346550353,5.808713089,10,3.922148438,6.47990488,5.692311625,7.032675816,9.071038251,9.11579
"Las Cruces, NM MSA",5.8280625,5.776511034,4.598487886,9.023332032,0.435480961,6.074660495,1.866680371,9.500171017,5.657684271,6.853960201,7.978142077,8.44211
"Las Vegas-Henderson-Paradise, NV MSA",7.250402474,6.932797898,8.408191709,8.960035938,4.225186318,10,0.503032549,8.24436863,7.593825727,9.761086661,4.699453552,7.55789
"Lawrence, KS MSA",7.089621719,6.978299698,5.858960933,9.736174832,6.105301279,5.676012562,4.233711456,7.990357703,7.905063957,7.922065376,7.37704918,8.37895
"Lawton, OK MSA",7.144864917,7.156816472,5.990685079,8.97726545,5.034380187,5.719633519,5.637246269,9.880732241,7.632332403,6.905193319,8.633879781,8.52632
"Lebanon, PA MSA",6.909129381,6.634026323,7.83072872,8.636296104,2.434624113,3.927894956,6.298413339,7.981222829,8.419154258,9.095935375,5.081967213,7.55789
"Lewiston, ID-WA MSA",7.04192907,6.99079518,7.828246012,9.312437598,4.869988869,6.198297292,4.86141286,8.280242332,6.933225878,8.335616057,6.297689721,6.75789
"Lewiston-Auburn, ME MSA",6.314355791,6.232407751,6.435181454,9.269297403,4.984256784,3.772287756,5.44001599,6.511817679,5.999548605,8.269428027,5.409836066,6.14737
"Lexington-Fayette, KY MSA",6.238205894,6.06532378,7.15262442,8.008178088,0.881575042,0.561771332,5.196490385,8.945732488,8.482357427,9.020387026,6.338797814,7.89474
"Lima, OH MSA",6.440599843,6.153852008,7.306325788,9.07280935,0,5.095159616,4.814204659,8.709596207,6.940538434,8.637290851,4.808743169,7.38947
"Lincoln, NE MSA",7.21925643,7.328315964,7.409313121,9.474406319,7.856186708,4.16384872,6.179316943,7.844428294,7.308130186,8.506098634,7.213114754,6.23158
"Little Rock-North Little Rock-Conway, AR MSA",6.674071506,6.852999701,6.696708409,8.907285093,5.002776053,4.279696931,3.063225111,9.199245783,7.269880307,8.405720602,8.852459016,7.24211
"Logan, UT-ID MSA",6.943920088,7.103819396,7.060303416,8.124027066,5.888245112,3.447378239,5.507013611,9.383512428,7.082473059,7.981275228,9.460146402,8.02105
"Longview, TX MSA",7.722631993,7.811226886,8.027138898,9.346550353,5.974461441,10,3.938496307,7.894842963,7.631860169,8.416653593,9.071038251,8.27368
"Longview, WA MSA",5.905045036,5.821972144,4.26706568,9.1059442,4.811783854,10,2.075417833,8.012375999,4.754013671,7.950383031,1.420765027,2.16842
"Los Angeles-Long Beach-Anaheim, CA MSA",5.583321818,5.512085439,6.636637825,8.438101621,0.025625129,0.752799123,5.810438427,8.254726073,7.571573088,8.949468762,3.169398907,3.81053
"Louisville-Jefferson County, KY-IN MSA",6.673021419,6.552957566,7.279088561,8.129040417,3.102307932,1.964645222,5.472666265,9.059450711,8.647316034,8.886888151,6.435214797,7.51579
"Lubbock, TX MSA",7.491083646,7.565643452,5.477557236,9.346550353,5.80147999,10,4.149909259,8.118392291,7.771372972,8.354490711,9.071038251,8.4
"Lynchburg, VA MSA",7.58476539,7.66305766,8.282380177,9.33695463,7.087174955,3.249265533,7.590133001,8.732632128,7.329303506,8.233991952,9.12568306,8.42105
"Macon, GA MSA",7.529802477,7.623471988,8.456702701,9.277564522,4.44810961,4.210385594,7.028602591,9.345777591,7.465925716,8.924627652,9.453551913,8.61053
"Madera, CA MSA",5.438839733,5.330176454,6.124311169,7.263301175,2.89933626,0.752799123,6.51759968,8.835116853,4.462875158,7.946849761,3.169398907,4.14737
"Madison, WI MSA",6.793119643,6.953193781,7.15869128,9.322935376,3.989566757,3.005356753,6.187407258,7.389408723,9.436953739,8.984599004,7.103825137,5.66316
"Manchester-Nashua, NH MSA",8.099079077,8.087753861,8.970052912,9.211703042,7.049738048,8.169779666,9.306874327,5.941206471,9.58579161,9.035512987,5.519125683,5.62105
"Manhattan, KS MSA",7.453040556,7.308969997,8.301216705,9.736174832,6.105301279,5.662684156,4.1406263,8.119306385,8.15557017,8.182800968,7.37704918,8.67368
"Mankato-North Mankato, MN MSA",6.058402098,5.783158433,6.664247591,8.722338482,4.320254513,0.902792623,4.944521106,7.922133134,6.438925143,8.799879972,3.333333333,5.81053
"Mansfield, OH MSA",6.114466423,5.834736132,6.968787372,9.063444482,0,3.956253901,4.710617662,8.585131624,6.41310356,8.006543415,4.808743169,7.32632
"McAllen-Edinburg-Mission, TX MSA",6.996983358,6.980315094,5.320201152,9.346550353,6.126561844,10,4.386296397,7.63722108,4.209701391,6.725265374,9.071038251,9.22105
"Medford-Ashland, OR MSA",5.975705996,5.875402414,6.451476958,9.353172995,0.800004551,0,9.544848073,8.061857339,6.279411624,8.890582422,3.49726776,4.4
"Memphis, TN-MS-AR MSA",7.173124448,7.253816671,6.464825244,8.732886873,4.251208762,7.767763171,3.893107419,8.258606991,8.240191869,9.096898129,8.578861584,7.85263
"Merced, CA MSA",4.724671465,4.597294735,4.482788962,6.763950267,0.442940274,0.752799123,6.731860131,8.712687968,4.444721751,5.874505233,3.169398907,4.31579
"Miami-Fort Lauderdale-West Palm Beach, FL MSA",7.933154509,8.08640284,7.891963983,9.608384615,6.474220037,9.470305475,4.695046469,7.673656362,8.83969728,9.545116362,8.579234973,7.2
"Michigan City-La Porte, IN MSA",7.250226035,7.097846908,7.285718446,8.557002145,7.398975393,5.121969178,5.048694806,8.604331066,7.689906097,7.398068759,6.775956284,8.14737
"Midland, MI MSA",7.162694761,6.764918901,8.455885442,9.095481873,3.624389759,4.706921625,6.272767773,8.316741286,8.522813851,8.774514403,3.114754098,6.69474
"Midland, TX MSA",8.277960406,8.593455885,9.791622171,9.346550353,6.068073017,10,4.537327935,9.15591395,10,9.370577283,9.071038251,6.23158
"Milwaukee-Waukesha-West Allis, WI MSA",6.61585908,6.647278247,6.540722479,9.320792527,1.407200622,3.005356753,6.249311935,7.925474432,9.220634631,9.052185706,7.103825137,6.82105
"Minneapolis-St. Paul-Bloomington, MN-WI MSA",6.321123897,6.227190291,7.689345633,8.861401161,4.106826412,0.97921877,5.234952834,8.10851145,8.447827617,9.146241723,3.470387018,4.31579
"Missoula, MT MSA",7.219312102,6.982083328,7.519566364,9.607476344,2.997290382,3.926645343,9.367339603,7.470526747,8.056624678,8.702023664,5.191256831,7.32632
"Mobile, AL MSA",6.50615805,6.447192787,6.706503059,6.452286842,4.325723878,5.272931105,3.316000785,9.170988182,7.103589483,8.081083331,7.595628415,8.12632
"Modesto, CA MSA",5.223250102,5.10990846,4.106160913,9.354776384,0.464061108,0.752799123,6.538399191,9.050624136,5.438345805,7.11461057,3.169398907,4.18947
"Monroe, LA MSA",6.602501124,6.646153059,6.508636775,9.123289798,2.777930891,6.426378757,0.703899413,9.510214543,7.456297127,8.073757544,9.234972678,8.84211
"Monroe, MI MSA",6.724917121,6.313106172,7.746632471,9.036801905,3.212720118,4.706921625,6.262567678,8.117268284,7.105401005,7.514888369,3.114754098,6.82105
"Montgomery, AL MSA",6.707767839,6.609036493,5.536154303,6.452286842,3.801661423,5.268538534,4.404941904,9.891470854,7.925877475,8.604768687,7.595628415,8.48421
"Morgantown, WV MSA",6.188065753,6.062568038,6.719894634,6.980263254,2.526352054,3.853863166,4.801511036,8.838943779,6.60319457,8.610674549,5.628415301,6.75789
"Morristown, TN MSA",7.789507235,7.81036813,6.819614053,8.677341312,7.802476513,8.517521311,4.99268054,9.392733507,6.758882553,8.80747322,8.524590164,8.33684
"Mount Vernon-Anacortes, WA MSA",5.741437441,5.688773906,4.218852626,9.1059442,4.826995168,10,1.520306625,7.67463033,6.068460504,6.363010674,1.420765027,1.89474
"Muncie, IN MSA",7.024823139,6.837356293,4.240982496,8.556450902,7.433690532,5.105597546,5.025951454,9.260565122,6.838063296,8.298949005,6.775956284,8.46316
"Muskegon, MI MSA",6.526825991,6.129050131,6.284846693,9.095481873,4.571076375,4.36676772,6.240119491,8.143843821,5.525291555,7.81926955,3.114754098,6.69474
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",7.068170929,7.187469175,7.497762844,8.246939195,5.05278706,4.714028171,6.015371086,7.332557116,7.363220576,8.464556524,10,8.92632
"Napa, CA MSA",6.074680823,6.089994152,7.365010994,9.078984241,2.89933626,0.752799123,5.968258638,7.24357784,8.906794102,9.425787259,3.169398907,3.03158
"Naples-Immokalee-Marco Island, FL MSA",8.61834966,8.80668571,10,9.608384615,7.507976943,9.470305475,5.420899516,8.673369866,10,10,8.579234973,6.88421
"Nashville-Davidson?õÉ?™É?ùMurfreesboro?õÉ?™É?ùFranklin, TN MSA",7.933665155,8.066806752,7.948091322,8.676537089,7.050182405,8.517521311,4.012856738,8.959652106,9.373229774,9.538599862,8.524590164,7.32632
"New Bern, NC MSA",6.901928189,7.043723479,5.615478323,8.386810978,6.030654983,3.555677145,6.031768302,9.469929785,7.726820118,6.794950909,9.781420765,8.50526
"New Haven-Milford, CT MSA",6.053099188,5.902484034,8.522095561,9.540421403,2.024522908,2.045072318,6.658381611,6.283821371,7.220572069,8.477742289,2.349726776,3.70526
"New Orleans-Metairie, LA MSA",6.967498559,7.048577394,7.172132124,9.123289798,2.067675593,6.426378757,2.266770471,9.124609074,8.874618264,9.146749788,9.234972678,8.50526
"New York-Newark-Jersey City, NY-NJ-PA MSA",5.751756177,5.176069318,6.761156249,9.04878994,0.520731216,0,6.077206146,6.283042147,9.395410855,8.458416406,0.0398709,5.22105
"Niles-Benton Harbor, MI MSA",6.68016895,6.273036365,6.747362816,9.095481873,3.623063721,4.706921625,6.272644954,7.564640647,7.062899072,8.269558475,3.114754098,6.77895
"North Port-Sarasota-Bradenton, FL MSA",8.058898661,8.22852126,8.588732732,9.608384615,6.951533075,9.470305475,4.819894569,8.072813482,8.858635871,9.107156549,8.579234973,7.05263
"Norwich-New London, CT MSA",6.40296025,6.13070767,8.475139426,9.543757639,3.324925865,2.045072318,6.658381611,6.642190338,7.583419669,8.553755388,2.349726776,4.8
"Ocala, FL MSA",7.95601537,8.074175981,8.335162238,9.608384615,7.200581494,9.470305475,5.142617191,9.011839956,6.175879597,9.14357829,8.579234973,7.51579
"Ocean City, NJ MSA",5.436348708,5.054998246,5.771016983,8.768392104,2.340703695,3.618965981,7.049476124,0,8.801815151,6.303084119,2.841530055,6.27368
"Odessa, TX MSA",7.204155305,7.517311602,6.241833591,9.346550353,5.818977307,10,3.198766743,7.790007378,8.104886602,8.083744197,9.071038251,6.25263
"Ogden-Clearfield, UT MSA",6.982429606,7.22252164,7.49336591,7.980353887,5.964007393,3.37898628,5.542524725,9.214472405,7.842670003,8.078117435,9.508196721,7.34737
"Oklahoma City, OK MSA",7.578599363,7.670083081,8.419418415,8.97726545,5.182175969,5.719633519,5.3989177,9.197532021,8.512667585,8.989257291,8.633879781,7.81053
"Olympia-Tumwater, WA MSA",6.420540526,6.370216173,7.793056115,9.1059442,4.829206377,10,1.802191157,7.849012838,5.937443568,8.594326272,1.420765027,1.87368
"Omaha-Council Bluffs, NE-IA MSA",6.972976121,7.137609472,7.162073272,9.377286817,5.232305111,4.100308882,6.161022828,7.904228537,8.381091504,8.627941822,7.292226473,5.81053
"Orlando-Kissimmee-Sanford, FL MSA",7.782602217,7.938189728,7.791530275,9.542689225,6.867167468,9.470305475,3.959589068,8.138775138,7.239345998,9.855069934,8.579234973,7.17895
"Oshkosh-Neenah, WI MSA",6.079051086,6.166610604,0,9.323579167,3.989566757,3.005356753,6.535611194,7.945916103,8.394135473,9.201504857,7.103825137,6.31579
"Owensboro, KY MSA",6.180549369,5.951526904,5.194935258,8.008178088,1.819608718,2.439676025,5.188473476,9.139105392,7.64031935,7.794648017,6.338797814,8.4
"Oxnard-Thousand Oaks-Ventura, CA MSA",5.905946027,5.830031286,7.053044364,8.863040268,0.970750146,0.752799123,6.847235419,8.401699056,7.909571594,8.502742695,3.169398907,3.85263
"Palm Bay-Melbourne-Titusville, FL MSA",7.996475846,8.161420083,8.689644407,9.608384615,7.028977156,9.470305475,4.782708688,8.749742714,7.491107422,9.052675297,8.579234973,7.09474
"Panama City, FL MSA",7.649646871,7.779503388,8.005505099,9.608384615,6.549655305,9.470305475,4.166274764,8.063059617,7.057574765,8.51553588,8.579234973,7.41053
"Parkersburg-Vienna, WV MSA",5.960697864,5.804790792,5.939580406,6.980263254,2.373348032,3.853863166,4.867811162,9.046357765,6.164538261,7.388939783,5.628415301,7.03158
"Pensacola-Ferry Pass-Brent, FL MSA",8.15340967,8.285605368,8.960302052,9.608384615,7.183799091,9.470305475,4.579810661,9.231222081,7.323250147,9.63413922,8.579234973,7.38947
"Peoria, IL MSA",6.812346317,6.436965241,8.854413008,9.386713972,2.087900688,4.709475865,5.93407985,7.527898615,7.771169439,8.218412782,3.442622951,6.82105
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",6.656987394,6.483799874,7.202809527,8.640427197,2.664377006,2.818030651,6.294497443,7.486034722,9.566196713,9.00893434,4.672891268,6.23158
"Phoenix-Mesa-Scottsdale, AZ MSA",6.842840443,7.303761416,7.496802617,9.00044651,5.035751628,6.565990702,4.061073133,8.759694837,6.019334127,9.341207274,9.453551913,5.30526
"Pine Bluff, AR MSA",6.231728535,6.396621642,6.103380941,8.907285093,4.849756537,4.279696931,2.816423555,9.156249778,4.973731043,7.630611884,8.852459016,7.36842
"Pittsburgh, PA MSA",6.912365112,6.660653867,7.067672521,8.636296104,2.820819213,3.706936941,5.934183898,8.095786994,9.269815299,9.332406619,5.081967213,7.34737
"Pittsfield, MA MSA",5.766101645,5.993027795,7.345599706,9.455295989,0,1.702135226,7.928289644,7.094699178,6.794079432,8.753762999,4.863387978,2.82105
"Pocatello, ID MSA",7.254009763,7.29910611,8.073528773,9.450873589,5.10658913,4.078989746,6.014754864,8.361329144,7.033547024,8.555949281,9.016393443,8.61053
"Portland-South Portland, ME MSA",6.64761419,6.642859133,7.346191953,9.197645625,4.984256784,3.772287756,5.424051762,6.67352995,8.110455109,8.867477193,5.409836066,5.45263
"Portland-Vancouver-Hillsboro, OR-WA MSA",5.889136388,5.904557996,6.322908424,9.304226773,1.165174655,1.596125569,8.096603482,7.326592714,7.409150914,8.834076542,3.086162887,2.94737
"Port St. Lucie, FL MSA",8.166523971,8.324450664,8.969981333,9.608384615,7.180250043,9.470305475,5.258843566,8.09487118,8.631949719,9.126235072,8.579234973,7.15789
"Prescott, AZ MSA",6.709929568,7.170850541,8.017528016,9.008138735,5.588137261,6.565990702,3.711752519,8.713013549,4.921685732,8.557856439,9.453551913,5.30526
"Providence-Warwick-Pawtucket, RI MSA",6.028910347,5.914226552,6.989176867,9.135330901,0.514851834,4.373314486,6.035083947,7.04699263,7.477133284,8.814624967,2.841530055,3.87368
"Provo-Orem, UT MSA",6.902427286,7.128484232,7.070889191,7.980353887,5.964007393,3.37898628,5.245075672,9.204620445,7.364867485,8.439361015,9.508196721,7.47368
"Pueblo, CO MSA",7.349055753,7.354398801,10,9.277919599,4.38990081,4.625387801,8.317962087,10,4.976471047,8.153860435,6.448087432,6.4
"Punta Gorda, FL MSA",7.934464355,8.078355961,8.749264535,9.608384615,7.514050314,9.470305475,4.590064642,7.881474526,7.011107505,9.301317061,8.579234973,7.28421
"Racine, WI MSA",7.037623398,6.961440226,7.64116152,9.323538333,3.989566757,3.005356753,6.577621531,7.954293179,8.565701203,8.491897624,7.103825137,7.78947
"Raleigh, NC MSA",7.428692852,7.678090481,8.172551072,8.839843524,6.030208516,3.555677145,5.863340834,8.738459733,9.127779404,8.993533338,9.781420765,7.53684
"Rapid City, SD MSA",4.183501881,4.436836493,0,9.127241751,6.23002756,9.840551163,0,0,5.990538559,0,8.743169399,6.46316
"Reading, PA MSA",6.6026585,6.376678248,6.480143696,8.636296104,3.079337268,3.673406238,6.257143257,7.017296805,8.612389459,8.552124197,5.081967213,7.11579
"Redding, CA MSA",5.472303427,5.354283423,5.37270804,7.187566452,2.89933626,0.752799123,6.701790331,8.696214149,5.888332987,7.520404559,3.169398907,4.23158
"Reno, NV MSA",8.003772787,7.718916749,10,8.960035938,4.225186318,10,2.947820555,10,8.822913071,9.814841309,4.699453552,7.26316
"Richmond, VA MSA",7.780250442,7.970823414,8.469494473,9.286636857,6.866423866,3.249265533,7.868844513,8.647332287,9.285066751,8.938663384,9.12568306,7.41053
"Riverside-San Bernardino-Ontario, CA MSA",5.031351569,4.925027471,4.078249415,7.407779167,1.847098426,0.752799123,6.001591787,8.160554366,4.770108294,8.137667751,3.169398907,4.12632
"Roanoke, VA MSA",7.350119582,7.49624811,7.524676564,9.107575934,6.162589956,3.249265533,7.456149633,8.104636087,8.254470751,8.481185468,9.12568306,7.81053
"Rochester, MN MSA",6.080638244,5.9153361,7.101490007,8.338736948,4.337009162,0.902792623,4.869294639,7.959623672,7.591423209,8.804321303,3.333333333,4.82105
"Rochester, NY MSA",5.934901674,5.359463078,6.53811338,8.78565143,4.533779086,1.309393521,4.848947071,7.273307634,7.072205193,7.873770387,0,5.17895
"Rockford, IL MSA",6.669767558,6.301404026,8.090638469,9.386713972,2.167928311,4.709475865,5.927742526,7.222988111,7.089077644,8.675448388,3.442622951,6.75789
"Rocky Mount, NC MSA",6.805973293,6.94309022,6.620230274,8.780241473,5.527100478,3.555677145,5.90664779,8.942364023,7.184928029,6.189202006,9.781420765,8.54737
"Rome, GA MSA",7.186803557,7.299186518,7.360160187,9.277564522,5.906362054,4.210385594,5.815780315,8.423177622,6.99721147,8.248484988,9.453551913,8.44211
"Sacramento--Roseville--Arden-Arcadee, CA MSA",5.720207737,5.670023989,6.562126041,8.067189423,1.459723394,0.752799123,6.368728482,8.487621072,7.323105932,8.83952353,3.169398907,3.62105
"Saginaw, MI MSA",6.584060507,6.169910378,5.96513543,9.095481873,3.99846386,4.284584801,6.185787554,8.634447522,5.549875339,8.700662925,3.114754098,6.84211
"St. Cloud, MN MSA",5.921018609,5.732324652,7.532243491,7.058469566,4.309935769,0.902792623,5.065298649,7.989625895,6.480111429,8.919111111,3.333333333,5.03158
"St. George, UT MSA",6.76091202,6.958898791,6.643792878,7.980353887,5.964007393,3.37898628,4.827688534,8.706043697,7.131282033,8.489737693,9.508196721,7.72632
"St. Joseph, MO-KS MSA",6.988983517,6.939631581,7.379388426,9.439618808,4.642317781,4.765078824,5.527865483,8.661786394,6.823613896,8.250655722,6.966358898,7.41053
"St. Louis, MO-IL MSA",7.568052799,7.469524008,9.529775891,9.412213708,3.528347684,4.39443107,6.900477819,9.729677548,8.719586755,8.929543661,6.081661938,6.96842
"Salem, OR MSA",5.704157605,5.622567473,5.585614488,9.353172995,0.786834018,0,9.747448366,8.137162442,5.500175753,7.995431439,3.49726776,4.23158
"Salinas, CA MSA",5.632403896,5.535436524,5.290041483,8.269889846,2.89933626,0.752799123,5.684563431,8.380044086,7.368669894,8.004185682,3.169398907,4.04211
"Salisbury, MD-DE MSA",6.646767829,6.531437573,6.178535551,8.088386077,5.814260271,2.441338477,8.083454137,6.684984157,7.628103071,8.101848718,5.762027698,6.8
"Salt Lake City, UT MSA",6.8586694,7.229755585,6.908321912,7.980353887,5.870953055,3.37898628,4.926386868,8.87969396,8.710968429,8.903939153,9.508196721,6.16842
"San Angelo, TX MSA",8.001470534,8.09474379,8.896603083,9.346550353,5.903654292,10,4.20594326,8.400169364,8.261419662,8.767315849,9.071038251,8.23158
"San Antonio-New Braunfels, TX MSA",7.649969411,7.801722199,7.293328079,9.346550353,5.623243291,10,4.234812342,7.651325668,8.416771292,8.578430512,9.071038251,7.70526
"San Diego-Carlsbad, CA MSA",5.796003702,5.759855042,7.313769339,8.649226426,0.795632649,0.752799123,6.178838928,8.34811176,7.393655875,9.237262374,3.169398907,3.49474
"San Francisco-Oakland-Fremont, CA MSA",5.826590853,6.007986054,7.66133868,8.485815934,0.636344691,0.752799123,6.207837566,8.254960152,9.614110364,9.289269066,3.169398907,1.53684
"San Jose-Sunnyvale-Santa Clara, CA MSA",6.197425748,6.369464223,8.257364056,9.139408347,2.126360445,0.752799123,6.348761964,8.3216014,9.765425112,9.444058652,3.169398907,1.62105
"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",5.836083907,5.760169165,7.848969794,8.605055782,1.074564592,0.752799123,6.265800712,7.416507857,7.491866264,9.216559456,3.169398907,3.85263
"Santa Cruz-Watsonville, CA MSA",6.118485294,6.075319091,7.386879852,8.700062578,2.89933626,0.752799123,6.319670228,8.542739199,8.371517386,8.535468283,3.169398907,3.55789
"Santa Fe, NM MSA",6.087919949,6.263269068,5.652114349,9.023332032,0.435480961,6.074660495,3.038393033,9.102228213,6.969335665,8.095734789,7.978142077,6.4
